Date,GBP,Daily_Returns_Percentage,Weekly_Returns_Percentage,DR_Classes,WR_Classes,News
2016-10-04,0.7854,-0.9647831648230039,-2.225693088637243,NS,NS,"bill nunn played radio raheem right thing dies <NUM>/,,,/blessed cursed life bon iver/,,,/commas still matter/,,,/cuomo vision revamped penn station new home amtrak l.i.r.r/,,,/gary johnson jill stein fail make cut first debate/,,,/geena davis talks exorcist women onscreen/,,,/google lagging amazon races across threshold home/,,,/hillary clinton seizing tax returns says donald trump embodies rigged system/,,,/las vegas rising murders strain police force used solving/,,,/look clinton marriage woes raises question really"
2016-10-05,0.784053,0.17150496562261708,-2.2573345766845563,PS,NS,"afghan forces push taliban kunduz center officials say/,,,/anthony doerr reviews new book time travel/,,,/de-reaganization republican party/,,,/debate stage virginia racial scar tissue backdrop/,,,/donald trump aleppo farc monday evening briefing/,,,/german prosecutors side satire turkish president/,,,/lionel shriver address cultural appropriation roils writers festival/,,,/mega-case puts opioids trial/,,,/messaging mondale real-time reactions ex-vice president/,,,/objects new york buried past find new home midtown"
2016-10-06,0.808183,-3.077598070538585,-4.788040272024162,NL,NL,"<NUM> days turmoil trump signals try focus ahead sunday debate/,,,/<NUM> studied unusual states matter win nobel prize physics/,,,/alarming <NUM> rise traffic deaths first half <NUM>/,,,/banner russia putin hung new york city bridge/,,,/hate job try survival skills/,,,/hawaii starriest skies fight sacred ground/,,,/hurricane matthew nears u.s. residents get warning prepare/,,,/ken thompson brooklyn district attorney says cancer take leave/,,,/mike pence n.s.a. nobel prize wednesday evening briefing/,,,/new jersey transit investigation fatal crash"
2016-10-07,0.804165,0.49716462731831257,-4.358405357003804,PS,NL,"amid hills wine truffles mission give fungus room breathe/,,,/antónio guterres pledges help vulnerable secretary general/,,,/archaeological victims isis rise replicas rome/,,,/california today hollywood history vs. souvenir junk/,,,/donald trump role model g.o.p senator absolutely second thoughts/,,,/donald trump would trouble winning suit times tax article/,,,/five myths russia/,,,/get people evacuate try fear/,,,/hurricane matthew approaches florida governor urges 1.5 million flee/,,,/like trapped category <NUM> hurricane"
2016-10-09,0.804238,-0.009077739021222442,-3.9768422631283613,NS,NL,"auto shop owners forced willets point struggle rebuild bronx/,,,/curious plan fight climate change buy mines sell coal/,,,/desert trip festival woos classic rock fans emphasis classic/,,,/earnings season begins white house race heats/,,,/glass cliff ceiling often impedes women rising politics/,,,/hurricane matthew makes old problems worse haitians/,,,/john mccain withdraws support donald trump disclosure recording/,,,/miss presidential debate highlights/,,,/obviously marital vows mean nothing/,,,/options u.s. accusing russia hacks"
2016-10-10,0.809413,-0.6434662376062761,-4.051703636094842,NS,NL,"billy bush host today suspended nbc/,,,/birth nation struggles box office/,,,/divisive president city college long list personal expenses/,,,/donald trump featured paula jones <NUM> women accused bill clinton sexual assault/,,,/donald trump putin puppet/,,,/donald trump unsinkable candidate/,,,/elena ferrante supporters say noyb/,,,/help error blue jays sweep rangers advance/,,,/hillary clinton donald trump samsung monday briefing/,,,/hurricane matthew toll climbs least <NUM> north carolina suffers record-breaking flooding"
2016-10-11,0.815488,-0.7505439126873341,-3.8309141838553558,NS,NL,"<NUM> countries adopt plan offset air travel emissions/,,,/<NUM> men found bomb chelsea identified airline security guards/,,,/actually malfunction affect donald trump voice debate/,,,/buffett calls trump bluff releases tax data/,,,/carnegie deli manhattan <NUM> months pastramis go/,,,/debate takeaways clinton still standing trump going away/,,,/democrats rake money thanks suit republicans/,,,/donald trump samsung yemen monday evening briefing/,,,/donald trump unplugged ever/,,,/evan bayh long popular indiana finds comeback unexpectedly rocky"
2016-10-12,0.8202450000000001,-0.583331698320535,-4.6160144786130815,NS,NL,"apple-samsung iphone patent feud leaves u.s. top court struggling/,,,/best tv shows movies new netflix hulu october/,,,/bridgeport property values plummet taxes soar/,,,/debate donald trump avoids annihilation/,,,/divorce sarah jessica parker wants ditch mr. medium/,,,/donald trump berates paul ryan disloyal republicans/,,,/driving tips help limit traffic jams/,,,/earning woke badge/,,,/g.o.p candidates renouncing donald trump carries dire risks/,,,/hillary clinton paul ryan relationship could shape washington"
2016-10-13,0.81687,0.4114624289084503,-1.0748803179477875,PS,NS,"<NUM> selfie tips makeup artist/,,,/donald trump samsung chicago cubs wednesday evening briefing/,,,/doomocracy puts politics fear display brooklyn/,,,/ex-ally christie links cuomo cover-up lane closings/,,,/f.b.i investigating fatal plane crash east hartford intentional/,,,/g.o.p deserted donald trump lewd tape returning/,,,/last-second lane mergers good traffic/,,,/lawyer says ex-aide christie spoke bridge plot beforehand/,,,/prince heels elevated style icon/,,,/prince mourned fashion world counted one"
2016-10-14,0.8204100000000001,-0.43336148958832155,-2.0201078136949633,NS,NS,"accused new york bomber pleads guilty hospital bed/,,,/among travelers commuters homeless stop stay/,,,/bhumibol adulyadej <NUM> people king thailand dies 7-decade reign/,,,/bob dylan donald trump michelle obama thursday evening briefing/,,,/cramped costly bay area cries build baby build/,,,/donald trump calls allegations women false smears/,,,/donald trump vows retaliation republicans abandon/,,,/donald trump women believe stories/,,,/donn fendler lost wilds maine boy dies <NUM>/,,,/five myths charter schools"
2016-10-16,0.821823,-0.17223095769186614,-2.1865417948418155,NS,NS,"albany prison ex-lawmakers life behind bars/,,,/best fall cookbooks/,,,/misconduct complaint christie merit judge finds/,,,/run ticket donald trump thanks many republicans say/,,,/top brexiteer boris johnson penned arguments staying eu report/,,,/trump accuses clinton guiding global elite u.s. working class/,,,/catholic/,,,/financial crisis 2.0/,,,/inside donald trump echo chamber conspiracies grievances vitriol/,,,/wheels justice barely turn guantanamo prison"
2016-10-17,0.819635,0.2662373771481157,-1.2628905144839422,PS,NS,"<NUM> favorite books kehinde wiley/,,,/accountant ben affleck tops weekend box office/,,,/brooklyn wearable revolution/,,,/china property frenzy fake divorces bloating bubble/,,,/data dive clean power plan cloudy forecast/,,,/donald trump g.o.p party lincoln reagan perhaps extinction/,,,/east mosul kurdish troops advance isis-held villages/,,,/florida voter registration deadline extended win democrats/,,,/group tactic hillary clinton sue/,,,/hillary clinton liked covert action stayed covert transcript shows"
2016-10-18,0.812988,0.810970736974383,0.30656490346883913,PS,PS,"<NUM> police officers shot killed palm springs calif/,,,/amateur vs. isis car salesman investigates ends prison/,,,/andrew cyrille late-career renaissance/,,,/billy bush officially departs nbc/,,,/cheers life lessons boston beer king jim koch/,,,/coal <NUM> per metric ton boom long bust/,,,/crowds grow toronto blue jays rowdy behavior/,,,/daniel j. berrigan defiant priest preached pacifism dies <NUM>/,,,/deflategate ruling roger goodell firmly control/,,,/doctor drop food kitchen floor still eat"
2016-10-19,0.813918,-0.11439283236653353,0.7713549000603592,NS,PS,"african american museum celebrate clarence thomas/,,,/audience members walk amy schumer trump criticisms/,,,/best sandwich ever/,,,/bob dylan newest nobel laureate maintains reticence/,,,/bob dylan writer authentic american voice/,,,/bus bombing jerusalem wounds <NUM>/,,,/california today badly want new rail line/,,,/dalian wanda hollywood event production/,,,/europe tried rein google backfired/,,,/facebook news giant would rather show us baby pictures"
2016-10-20,0.815918,-0.24572499932426695,0.11654241188927017,NS,PS,"agencies clashed classification clinton email inquiry shows/,,,/angela merkel accepts responsibility party losses berlin election/,,,/computer security start-up turns tables hackers/,,,/congressional race virginia shows trump drag republicans/,,,/dangers polypharmacy ever-mounting pile pills/,,,/european leaders threaten new sanctions russia/,,,/gop braces trump loss roiled refusal accept election results/,,,/long-time arizona sheriff arpaio trails re-election bid poll/,,,/portrait john podesta based entirely hacked emails/,,,/refrigerators tomatoes lose flavor genetic level"
2016-10-21,0.81745,-0.18776396647702143,0.3607952121500233,NS,PS,"among donald trump biggest u.s. fans hindu nationalists/,,,/cholera deepens haiti misery hurricane/,,,/donald trump assails accusers liars unattractive/,,,/iraqi villager lives avenge hostages killed islamic state/,,,/lyondell houston refinery draws bids aramco valero suncor sources/,,,/obama cementing new ties cuba lifts limits cigars rum/,,,/savvy person guide reading latest polls/,,,/trump champion working class come obama says/,,,/turned voters check tommy diner/,,,/fascist donald trump actually formula"
2016-10-23,0.818563,-0.1361551165208965,0.3966790902663888,NS,PS,"<NUM> wines <NUM> fall edition/,,,/bob dylan bill murray henry kissinger honorees want prize/,,,/calculus six crucial senate races/,,,/cubs fans enemy home runs come duty throw back/,,,/iceland land vikings braces pirate party takeover/,,,/donald trump campaign manager admits behind/,,,/mass prison break haiti <NUM> inmates flee killing guard/,,,/time warner always menu/,,,/wants become cop sure friends family ask/,,,/insurance big data could lower rates optimistic tweeters"
2016-10-24,0.818315,0.030296996077268545,0.1610472954424722,PS,PS,"cleveland indians surprise starter silence toronto blue jays/,,,/lending loop reopens peer-to-peer lending regulator ok/,,,/polish women protest ruling party heats abortion row/,,,/stunning photos show fight isis looked like/,,,/u.s. athletes reassured new russian hack/,,,/deadline extended google respond eu adsense complaint/,,,/alipay targets chinese tourists u.s. payment deals/,,,/doctors thought jock itch spread/,,,/negative tone white house race sours young voters/,,,/tale two campaign headquarters clinton trump offices miles away worlds apart"
2016-10-25,0.821175,-0.3494986649395315,-1.0070259339621117,NS,NS,"clinton took conciliatory tone health-care industry paid speeches/,,,/dennis byrd former jets player killed car crash oklahoma/,,,/election day falls latest possible day year/,,,/kevin meaney veteran stand-up comedian dies <NUM>/,,,/life 375-square-foot apartment/,,,/white house urges ban non-compete agreements many workers/,,,/dollar slips carney douses bets european easing/,,,/trump halts big-money fundraising cutting cash party/,,,/day zombie baby monitors hackers weaponized internet things/,,,/economic gender parity nearly two centuries wef finds"
2016-10-26,0.816918,0.5184035071696087,-0.3685874989863862,PS,NS,"brazil graft-prone congress circus even clown/,,,/declaring empowering latinas/,,,/gulf coast flooding times late scene/,,,/jake gyllenhaal return broadway fast/,,,/joe biden get pass talking fighting donald trump/,,,/obama unexpected legacy two full terms war/,,,/register vote still/,,,/squatters see new frontier empty homes las vegas/,,,/start-ups embrace arbitration settle workplace disputes/,,,/democrats defeating donald trump enough"
2016-10-27,0.8220379999999999,-0.6267458912644628,-0.7500753752215132,NS,NS,"<NUM> years cultural revolution son awaits answers father death/,,,/alan rusbridger guardian celebrated editor severs ties/,,,/bargain-hunting frenzy threatens traditional department stores/,,,/cubs trump mosul wednesday evening briefing/,,,/dogs say — say/,,,/donald trump used hollywood create donald trump/,,,/duterte mosul calais jungle thursday briefing/,,,/heated linguistic debate makes redskins slur/,,,/hezbollah says military leader died artillery attack/,,,/learned five hours trump tape"
2016-10-28,0.8203950000000001,0.19986910580774975,-0.36026668297755293,PS,NS,"<NUM> held bomb plot somalis kansas/,,,/brigham young students report sexual assault face honor code sanctions/,,,/fatal boat crash shook lake george serenity brings homicide charge/,,,/megyn kelly pivotal moment post-ailes era fox news/,,,/mr. trump wild ride/,,,/police arrest <NUM> crackdown north dakota pipeline protesters/,,,/revel bounty spring feast yotam ottolenghi/,,,/south koreans seeking new zest life experience funerals/,,,/struggling keep faith revolting election season/,,,/trump tv offers fledgling framework potential media future"
2016-10-30,0.819728,0.08130229950207024,-0.14232258237912276,PS,NS,"charred church near mosul iraqi christians pray/,,,/eight days presidential election barometer things stand/,,,/iran-trained militias join u.s-backed campaign mosul flying shi ite flags/,,,/charleston eggshells eve two racially charged trials/,,,/clinton takes fbi director latest email flap/,,,/final sprint trump targets democratic states clinton tries gin enthusiasm among minorities/,,,/kerry says contacted fbi new clinton email review/,,,/clinton adds pop celebrity homestretch campaign/,,,/aleppo fighting spreads amid accusations gas attack/,,,/iraqi villagers escape islamic state snipers leave family behind"
2016-10-31,0.817208,0.30741904631778993,0.13527797975106637,PS,PS,"airbnb new york talks resolve rental law lawsuit source/,,,/clinton mosul pirate party monday briefing/,,,/e.u charges dispute google claims android open/,,,/look smiley moma acquires original emoji/,,,/media odd couple proudly freewheeling hbo buttoned-up ampt/,,,/narrow path hope remains cubs/,,,/<NUM> haunting portraits child laborers 1900s america/,,,/cnn drops donna brazile pundit wikileaks revelations/,,,/donald trump refusing pay campaign pollster three-quarters million dollars/,,,/exclusive abortion prescription rivals surgery u.s. women"
2016-11-01,0.81692,0.035241945747003456,0.5181599537248474,PS,PS,"egyptair aware threats security including one scribbled plane/,,,/google shuts competitors android hardly/,,,/halloween instagram style/,,,/hillary clinton donald trump north dakota tuesday briefing/,,,/iraqi elite forces enter mosul <NUM> years islamic state seized city/,,,/iraqi troops battle islamic state inside mosul/,,,/james comey role recalls hoover f.b.i. fairly/,,,/music improve worker productivity workstation/,,,/mysterious noseless bust tufts gets back name john brown/,,,/see prince minneapolis"
2016-11-02,0.812755,0.509841844978709,0.5095982705730648,PS,PS,"clinton emails/,,,/dreams stall cuny new york city engine mobility sputters/,,,/everything different island/,,,/fans flock town inspired gilmore girls/,,,/gawker settles ex-pro wrestler hulk hogan <NUM> million court document/,,,/high-deductible health insurance worth risk/,,,/hillary clinton struggles find footing unusual race/,,,/historic cocktail turns fake/,,,/immunotherapy basics cancer treatments/,,,/iraqi protesters clash troops baghdad green zone"
2016-11-03,0.802233,1.2946090765359912,2.409256019794711,PS,PS,"backstage jerry garcia sid vicious life pictures michael zagaris/,,,/doubts promised bounty genetically modified crops/,,,/islamic state leader says retreat mosul assault/,,,/paul simon ambition inspiration never gets old/,,,/philadelphia transit strike strands thousands/,,,/review roots black lives matter era/,,,/stark choice syrians rebel areas doom green bus/,,,/trust future president havoc/,,,/u.s. court deals trump setback poll-monitor fight/,,,/warriors face game <NUM> situation steve kerr familiar"
2016-11-04,0.798998,0.40324943002842417,2.6081338867253123,PS,PL,"assad person confident friendly regrets/,,,/christie laughed told <NUM> bridge plot former ally testifies/,,,/data dive half-life october surprise/,,,/democratic convention day <NUM> takeaways starting/,,,/five myths fbi/,,,/gawker case calls attention go-to hollywood lawyer/,,,/going flat breast cancer/,,,/helping immigrants chobani founder draws threats/,,,/kurdish women fighters battle islamic state machineguns songs/,,,/merciless end long island cop killer"
2016-11-06,0.801823,-0.35356784372426375,2.1842611207620166,NS,PS,"clinton solid lead electoral college trump winning map unclear/,,,/travel philip marsden rising ground/,,,/walking dead season <NUM> episode <NUM> ballad daryl dwight/,,,/u.s.-backed syrian alliance declares attack islamic state raqqa/,,,/<NUM> million talc verdicts j j strives change court/,,,/trump final stretch pursues new opportunities reach <NUM> electoral votes/,,,/fbi director comey says agency recommend charges clinton email/,,,/trump campaign apologizing suggesting reno scene assassination attempt/,,,/trump rushed stage reno security quickly returns/,,,/amid scandal bluster insults trump closes white house"
2016-11-07,0.806898,-0.632932704599412,1.2616127105951023,NS,PS,"ads focus relief presidential campaign/,,,/box office doctor strange lucky <NUM> marvel hit machine/,,,/california today top newspapers line election/,,,/listening new podcast could save life election day/,,,/media next challenge overcoming threat fake news/,,,/notes u.s. election measure america fever/,,,/romance turns sour swansea fans bob bradley caught middle/,,,/success jerry brown california offers lesson national democrats/,,,/sugar industry shifted blame fat/,,,/temple dog reunites headliners last mini-tour"
2016-11-08,0.808243,-0.16668773500492762,1.0621603094550096,NS,PS,"<NUM> presidential race explained/,,,/california today watch election day/,,,/clinton trump reno monday evening briefing/,,,/election day questions answered/,,,/hillary clinton donald trump new delhi tuesday briefing/,,,/islamic state brutality comes light military advance/,,,/life lights/,,,/mets extend qualifying offers yoenis cespedes neil walker/,,,/new york times offer open access web apps election/,,,/time presidency decided"
2016-11-09,0.805643,0.3216854337123891,0.8750484463337642,PS,PS,"ai weiwei warhol together/,,,/alexander rossi wins 100th indianapolis <NUM>/,,,/artist adrian ghenie became auction star/,,,/beijing intervention hong kong election could face hurdle local courts/,,,/california today trump rise return rebel state/,,,/china internet controls get stricter dismay foreign business/,,,/clinton obama urge disappointed backers reconcile trump win/,,,/clinton understand/,,,/crying jordan meme die/,,,/dear mom dad sorry car break-in wish"
2016-11-10,0.796925,1.0821170170906953,0.6616531606154297,PS,PS,"<NUM> books help understand trump win/,,,/al qaeda turns syria plan challenge isis/,,,/beijing slap hong kong separatists make point/,,,/commentary welcome donald trump world/,,,/donald trump rode power role common man/,,,/donald trump russia rodrigo duterte thursday briefing/,,,/donald trump victory built unique coalition white voters/,,,/donald trump victory met shock across wide political divide/,,,/eight steps surviving next four years/,,,/kim kardashian tied robbed millions jewels french police say"
2016-11-11,0.793608,0.4162248643222455,0.6745949301500076,PS,PS,"donald trump marijuana rolling stones thursday evening briefing/,,,/donald trump white house bring steve bannon/,,,/eavesdropping leonard cohen conversations void/,,,/elena ferrante picture book embraces dark side/,,,/five easy recipes impress family friends dates/,,,/five myths democracy/,,,/janet reno unafraid science could exonerate innocent/,,,/judge orders bottled water delivered residents flint mich/,,,/london bridges lighting/,,,/redstone lawyers argue mental health irrelevant dispute"
2016-11-13,0.795355,-0.22013386961825177,0.8066618193790873,NS,PS,"<NUM> fiction podcasts worth listen/,,,/donald trump new zealand facebook monday briefing/,,,/donald trump plans immediately deport <NUM> million <NUM> million undocumented immigrants/,,,/giuliani wall trump financial interests/,,,/post-arab spring egypt muslim attacks christians rising/,,,/trump university asks trial delay inauguration/,,,/dnc chair race tells us fight democratic party future/,,,/kellyanne conway clinton obama calm anti-trump protesters/,,,/u.s. push ahead climate pact trump takes kerry/,,,/factbox trump taps priebus chief staff weighs major hires"
2016-11-14,0.799135,-0.47525947532862745,0.9620794697718935,NS,PS,"art qur rare peek islam holy text/,,,/bataclan street cafes paris quiet resolute mourns anniversary attacks/,,,/breitbart reveling trump election gains voice white house/,,,/debate candidates trying go viral/,,,/fair trump/,,,/harsher security tactics obama left door ajar donald trump knocking/,,,/iraqi army seen ill equipped retake mosul isis despite u.s. aid/,,,/leon russell hit maker musicians musician dies <NUM>/,,,/man wrongfully convicted murder awaits exoneration <NUM> years later/,,,/muhammad ali evolved blockbuster fighter country conscience"
2016-11-15,0.80335,-0.5274453002308803,0.6053872412133501,NS,PS,"actions congress opioids included limiting/,,,/ahead trump presidency global investors sell bonds grab stocks/,,,/apple new macbook pro fast light everyone/,,,/breathe exhale repeat benefits controlled breathing/,,,/chelsea manning asks obama cut sentence time served/,,,/columbia suspends wrestling season lewd racist text messages/,,,/critic najib razak malaysian leader gets prison 1mdb disclosure/,,,/dear john brooklyn bridge discourages token love smile/,,,/dilma rousseff facing impeachment brazil alienated many allies/,,,/donald trump julian assange gwen ifill tuesday briefing"
2016-11-16,0.8033399999999999,0.0012447874525634006,0.2858586247258472,PS,PS,"4,223 central park benches stories tell/,,,/american companies tailor responses trump election/,,,/biden pledges available pence 24-7′/,,,/donald trump clinches g.o.p race indiana win ted cruz quits/,,,/donald trump mike pence paul ryan tuesday evening briefing/,,,/donald trump syria russia wednesday briefing/,,,/dwayne johnson a.k.a rock people sexiest man alive/,,,/enough gefilte fish sushi/,,,/fire metro-north tracks caused fuel spill/,,,/governments turn commercial spyware intimidate dissidents"
2016-11-17,0.80561,-0.2825702691264098,-1.0898139724566391,NS,NS,"crossing line donald trump behaved women private/,,,/cyprus one world intractable conflicts continues/,,,/evolution donald trump muslim database/,,,/filled symbols hope despair 9/11 repository set close/,,,/gwen ifill political reporter co-anchor pbs newshour dies <NUM>/,,,/iex group critical wall st. gains approval stock exchange/,,,/los angeles police official resigns racist emails/,,,/mission bring stem skills robots children west africa/,,,/new york times n.f.l playoff simulator 3rd annual/,,,/ohio congressman ryan challenges pelosi house democratic leader"
2016-11-18,0.80982,-0.5225853700922158,-2.0428221489702736,NS,NS,"<NUM> biggest loser/,,,/<NUM> new books recommend week/,,,/ahmad khan rahami inspired bin laden charges say/,,,/americans want trump focus healthcare first/,,,/bombing suspect hometown magnet immigrants/,,,/california today latino power rising/,,,/california today meet new mayor age <NUM>/,,,/car accident throws productive life turmoil/,,,/cellphone alerts used new york search bombing suspect/,,,/cory booker zephyr teachout democratsâ€™ future"
2016-11-20,0.81123,-0.17411276579981916,-1.995964066360301,NS,NS,"aleppo donald trump asia-pacific economic cooperation monday briefing/,,,/burdened unbowed merkel faces biggest test tilt fourth term/,,,/could <NUM> questions ask loved ones voted way/,,,/cuckoo journey china mystery solved cheers go/,,,/donald trump obama thanksgiving weekend briefing/,,,/estonia caution surprising cheers trump victory/,,,/homeless alcoholic bounces er/,,,/man fatally shot <NUM> officers hurt brooklyn housing complex/,,,/owner target restaurant workers swept immigration raids/,,,/police helicopter crashes kills <NUM> rio shootout"
2016-11-21,0.800478,1.3253947709034435,-0.16805671131909605,PS,NS,"airport survival guide/,,,/avoid drug testing russia radio silence secure perimeters/,,,/christo newest project walking water/,,,/citi jpmorgan top list globally systemic banks/,,,/corner everglades way life ebbs/,,,/enthralled sicily/,,,/future health care mergers trump/,,,/hamilton duel addressing president-elect blunt terms/,,,/indian business partners hope exploit ties donald trump/,,,/intensified climate change king tides change ways life florida"
2016-11-22,0.8050579999999999,-0.572158135514016,-0.2126096968942477,NS,NS,"<NUM> tips avoiding wedding toast disaster/,,,/creator wins belmont stakes/,,,/donald trump japan mosul wednesday briefing/,,,/donald trump pope francis monday evening briefing/,,,/facebook cross hairs election said question influence/,,,/fake news u.s. election elsewhere nothing new/,,,/finding common ground interfaith marriage/,,,/guide exploring four dynamic new york neighborhoods/,,,/guy shut lights sanders campaign/,,,/instagram introduces new features mimic twitter snap tools"
2016-11-23,0.804715,0.042605625930065116,-0.1711604053078304,PS,NS,"bruce arena replacing jurgen klinsmann u.s. coach keeps things simple/,,,/california today opt pass thanksgiving politics/,,,/connie kopelov first same-sex couple legally married new york dies <NUM>/,,,/donald trump chattanooga mosul tuesday evening briefing/,,,/donald trump drops threat new hillary clinton investigation/,,,/donald trump global warming facebook wednesday briefing/,,,/donald trump kill american union/,,,/donald trump new york times interview <NUM> tweets/,,,/donald trump nikki haley jo cox wednesday evening briefing/,,,/five myths alt-right"
2016-11-24,0.803125,0.1975854805738635,0.30846191085016983,PS,PS,"<NUM> movies see without family thanksgiving/,,,/alt-right gathering exults trump election nazi-era salute/,,,/audio inside room president-elect donald trump/,,,/betsy devos education trump taps michigan royalty/,,,/bus crash killed <NUM> chattanooga strayed route/,,,/civilians flee shi ite fighters near flashpoint town near mosul/,,,/colin kaepernick grilled miami dolphins reporter fidel castro shirt/,,,/dollar steadies pre-thanksgiving breakout/,,,/dr. denton cooley whose pioneering heart surgery set 40-year medical feud dies <NUM>/,,,/ghost airplane attends banquet new airbus jet"
2016-11-25,0.8011,0.2521400778210108,1.0767824948754026,PS,PS,"brazil temer signs infrastructure concessions measure/,,,/cause severe injury pipeline protest becomes new point dispute/,,,/condemning fake news running fake-news ads/,,,/kochs madoff investors winners fight profits held abroad/,,,/minister center brazil latest scandal quits/,,,/trump important quotes times interview matter/,,,/banks seek invest <NUM> million blockchain startup r3 source/,,,/american political system broken/,,,/data dive hatchimals gone/,,,/magnitude <NUM> offshore quake shakes central america damage seen"
2016-11-27,0.802078,-0.12208213706152549,1.1281634061856778,NS,PS,"civility depth one host radical approach tv talk troubled time/,,,/glorious achievement zipping sweatshirt/,,,/justin trudeau criticized praising fidel castro remarkable leader/,,,/knife-wielding man shot pepper spray fails subdue police say/,,,/postelection harassment case case/,,,/winter closes refugees fleeing iraq mosul/,,,/fillon margaret thatcher admirer france presidential race/,,,/thanksgiving black friday store sales fall online rises/,,,/trump pushes conspiracy theory millions voted illegally clinton/,,,/three california mosques receive hateful letters mentioning trump"
2016-11-28,0.805655,-0.44596660175194813,-0.6467385737022084,NS,NS,"bidding wars suburbs/,,,/california today fretting netflix tax/,,,/fidel castro aleppo donald trump tuesday briefing/,,,/fidel castro formula one françois fillon monday briefing/,,,/iraqi forces enter falluja encountering little fight isis/,,,/lawsuit aims hold <NUM> contractors accountable c.i.a torture/,,,/megan fox ninja turtles female stereotypes film/,,,/moroccan garden one man dreams/,,,/moving make amends georgetown president meets descendant slaves/,,,/nico rosberg takes formula one drivers title despite lewis hamilton win abu dhabi"
2016-11-29,0.8004680000000001,0.6438239693168839,0.5701452566150351,PS,PS,"california official says trump claim voter fraud absurd/,,,/canada gay curling leagues take pride ice/,,,/canadian neighborhood rots shadow unborn bridge detroit/,,,/chinese curb cyberattacks u.s. interests report finds/,,,/conservative sites turn celebrity despair head/,,,/election recount fidel castro monday evening briefing/,,,/elton john photography greatest hits/,,,/fights cancer woman strives normalcy/,,,/forgotten step saving african wildlife protecting rangers/,,,/hampshire college draws protests removal u.s. flag"
2016-11-30,0.799233,0.15428474342510867,0.6812349713873829,PS,PS,"assad allies aim seize aleppo trump takes power official/,,,/california today view san francisco leaning tower space/,,,/challenging boss public kellyanne conway part job/,,,/donald trump colombia fidel castro wednesday briefing/,,,/e.u plans big increase military spending/,,,/earth doomed yet climate could survive trump policies/,,,/emirates warn traditional clothing abroad man mistaken terrorist ohio/,,,/europe uber transportation service digital platform/,,,/friday mailbag politics kidding/,,,/friday mailbag politics politics politics"
2016-12-01,0.794155,0.6353591505856144,1.1168871595330643,PS,PS,"<NUM> notable debuts art basel miami beach/,,,/charlotte officer justified fatal shooting keith scott/,,,/circus go without elephants ringling bets/,,,/cliff barrows billy graham longtime musical director dies <NUM>/,,,/delta air lines bans disruptive donald trump supporter life/,,,/donald trump françois hollande tiger woods thursday evening briefing/,,,/donald trump new york times interview full transcript/,,,/ethics office praises donald trump move committed/,,,/hear agnes martin serenity john zorn frenzied music/,,,/inside fake news sausage factory income"
2016-12-02,0.78546,1.0948744262769878,1.9523155660966154,PS,PS,"agony digital tease/,,,/backyard birds tell us changing world/,,,/california today meet next attorney general/,,,/cecile richards barbara bush sisterhood political progeny/,,,/colombia congress approves peace accord farc/,,,/fidel castro cuban revolutionary defied u.s. dies <NUM>/,,,/fox news convention moment overshadowed struggle ailes fate/,,,/françois hollande buzz aldrin vladimir putin friday briefing/,,,/internal inquiry sealed fate roger ailes fox/,,,/italian monastery seeks salvation beer devastating quake"
2016-12-04,0.790608,-0.6554121151936414,1.4300354828333326,NS,PS,"chinese artist consumed idea inevitable change/,,,/family-friendly policy friendliest male professors/,,,/home macabre/,,,/keep family close roomba closer/,,,/nonprofit work retirement maybe make pay/,,,/rebels defiant syrian army nears aleppo old city/,,,/risks higher front-seat passengers s.u.v crashes tests show/,,,/u.s. navy shipbuilders ready trump expansion plan/,,,/cuba raul castro vows defend brother legacy final tribute/,,,/n.c. man told police went d.c. pizzeria assault rifle self-investigate election-related conspiracy theory"
2016-12-05,0.785918,0.5932143363082503,2.4498079202636234,PS,PS,"<NUM> million breakthrough prizes given science math/,,,/bill cunningham legendary times fashion photographer dies <NUM>/,,,/blunt message brexit bolting carry heavy price/,,,/california bill would require reporting superbug infections deaths/,,,/donald trump economic nostalgia/,,,/donald trump matteo renzi shinzo abe tuesday briefing/,,,/fact checking house benghazi committee findings/,,,/italy premier matteo renzi says resign reform rejected/,,,/kids wish teachers knew/,,,/man motivated pizzagate conspiracy theory arrested washington gunfire"
2016-12-06,0.788863,-0.3747210268755623,1.449776880524908,NS,PS,"always new yorker/,,,/boris johnson brexit leaders fumble/,,,/born-again donald trump believe evangelical leader says/,,,/defying trump green party pursues recounts three states/,,,/donald trump iran joe mcknight tuesday evening briefing/,,,/governor cuomo orders investigation racial bias n.y. state prisons/,,,/james mattis outspoken retired marine trump choice defense secretary/,,,/jeremy corbyn leader britain labour party loses no-confidence vote/,,,/justice dept says judge immigration case bounds/,,,/leonard b. sand judge landmark yonkers segregation case dies <NUM>"
2016-12-07,0.792193,-0.4221265289410212,0.8808445096736364,NS,PS,"airbnb ends fight new york city fines/,,,/aleppo donald trump pakistan thursday briefing/,,,/aska nordic chef vision bears fruit lichens/,,,/aston martin broadens brand/,,,/bill cosby testimony drugs evidence sexual assault trial judge rules/,,,/brexit angela merkel donald trump wednesday briefing/,,,/california today schools try calm new fears deportation/,,,/cancel order donald trump attacks plans upgraded air force one/,,,/coached zen master knicks try mindfulness/,,,/despite cancer diagnosis husband death keeping positive outlook"
